City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Talcahuano,CL,-36.7167,-73.1167,65.88,55,0,18.41,clear sky
349,Korla,CN,41.7597,86.1469,44.15,31,92,5.91,overcast clouds
350,Lulea,SE,65.5842,22.1547,32.07,74,100,8.05,overcast clouds
351,Camacha,PT,33.0833,-16.3333,60.22,82,40,17.27,scattered clouds
352,Cabedelo,BR,-6.9811,-34.8339,78.96,83,57,11.45,moderate rain
353,Haimen,CN,23.1935,116.6142,63.12,63,0,20.78,clear sky
354,Sitka,US,57.0531,-135.33,42.69,87,100,8.05,moderate rain
355,Ixtapa,MX,20.7,-105.2,78.03,57,0,13.8,clear sky
356,Xinqing,CN,48.2333,129.5,13.24,87,100,7.31,overcast clouds
357,Mitu,CO,1.1983,-70.1733,78.85,78,98,4.88,overcast clouds
358,Miri,MY,4.4148,114.0089,73.81,92,100,6.17,overcast clouds
359,Kavieng,PG,-2.5744,150.7967,81.68,76,100,4.68,light rain
360,Luena,AO,-11.7833,19.9167,63.12,96,81,3.69,broken clouds
361,Mulege,MX,26.8833,-111.9833,71.53,40,0,10.25,clear sky
362,Rawson,AR,-43.3002,-65.1023,70.38,26,30,18.03,scattered clouds
363,Coihaique,CL,-45.5752,-72.0662,54.21,66,100,6.91,light intensity shower rain
364,Skibbereen,IE,51.55,-9.2667,40.8,77,2,7.02,clear sky
365,Isiro,CD,2.7739,27.616,74.55,41,64,2.39,broken clouds
366,Yinchuan,CN,38.4681,106.2731,41.72,33,100,5.86,overcast clouds
367,Pula,HR,44.8683,13.8481,41.86,75,0,11.5,clear sky
368,Sao Filipe,CV,14.8961,-24.4956,72.07,69,0,14.29,clear sky
369,Constitucion,CL,-35.3333,-72.4167,65.03,57,1,19.15,clear sky
370,Odweyne,SO,9.4092,45.064,68.05,66,43,2.01,scattered clouds
371,Conakry,GN,9.538,-13.6773,78.37,78,71,8.21,broken clouds
372,Manado,ID,1.487,124.8455,75.97,94,40,2.3,scattered clouds
373,Sechura,PE,-5.5569,-80.8222,81.55,59,35,19.1,scattered clouds
374,Boo,SE,59.3333,18.2833,32.99,80,16,4.61,few clouds
375,Dzhebariki-Khaya,RU,62.2167,135.8,-25.82,100,100,0.81,overcast clouds
376,The Valley,AI,18.217,-63.0578,80.74,69,40,16.11,scattered clouds
377,Vila Velha,BR,-20.3297,-40.2925,80.55,78,40,10.36,scattered clouds
378,Huilong,CN,31.8111,121.655,47.03,58,100,8.01,overcast clouds
379,Saint-Augustin,CA,51.226,-58.6502,11.17,75,100,10.58,overcast clouds
380,Murgab,TM,37.4966,61.9714,53.26,59,33,10.8,scattered clouds
381,Ewa Beach,US,21.3156,-158.0072,80.55,56,0,11.5,clear sky
382,Malakal,SS,9.5334,31.6605,87.87,16,7,5.68,clear sky
383,Pulaski,US,34.7668,-92.3001,73.09,64,100,18.99,overcast clouds
384,Bahia Honda,CU,22.9036,-83.1592,82.38,62,13,19.55,few clouds
385,Cambridge,CA,43.3601,-80.3127,38.23,70,100,1.99,overcast clouds
386,Havre-Saint-Pierre,CA,50.2334,-63.5986,15.64,75,100,20.47,overcast clouds
387,Borovskoy,KZ,53.8,64.15,31.66,95,99,14.63,light snow
388,Jalu,LY,29.0331,21.5482,69.44,19,0,10.8,clear sky
389,Manzhouli,CN,49.6,117.4333,2.82,66,58,4.59,broken clouds
390,Tilichiki,RU,60.4667,166.1,-2.38,93,47,10.09,scattered clouds
391,Ozinki,RU,51.1786,49.6769,25.99,92,100,25.23,overcast clouds
392,Moratuwa,LK,6.773,79.8816,77.02,83,78,8.86,broken clouds
393,Yining,CN,29.0361,114.5636,54.91,91,100,4.34,overcast clouds
394,Comodoro Rivadavia,AR,-45.8667,-67.5,65.86,35,37,13.33,scattered clouds
395,Luderitz,NA,-26.6481,15.1594,68.45,78,0,7.56,clear sky
396,Freeport,US,40.6576,-73.5832,47.3,57,20,13.8,few clouds
397,Gimli,CA,50.6336,-96.9907,26.44,80,100,12.41,overcast clouds
398,Oistins,BB,13.0667,-59.5333,80.69,65,40,20.71,scattered clouds
399,Beloha,MG,-25.1667,45.05,73.45,85,12,13.53,few clouds
400,Knysna,ZA,-34.0363,23.0471,68.38,91,30,6.64,scattered clouds
401,Fereydunshahr,IR,32.941,50.121,21.18,76,31,6.35,scattered clouds
402,Natal,BR,-5.795,-35.2094,83.05,78,75,10.36,broken clouds
403,Clyde River,CA,70.4692,-68.5914,7.03,92,100,35.68,heavy snow
404,Beidao,CN,34.5686,105.8933,45.88,53,100,1.52,overcast clouds
405,Lata,PT,40.1629,-8.3327,52.81,83,40,3.31,scattered clouds
406,Tabuk,PH,17.4189,121.4443,69.71,96,93,2.86,overcast clouds
407,Muroto,JP,33.2833,134.15,45.91,48,7,12.5,clear sky
408,Itarema,BR,-2.9248,-39.9167,80.65,77,78,12.17,broken clouds
409,Pochutla,MX,15.7432,-96.4661,90.82,44,4,9.66,clear sky
410,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.05,96,100,2.35,light rain
411,Luwuk,ID,-0.9516,122.7875,77.58,86,100,3.13,overcast clouds
412,Esik,KZ,43.3552,77.4525,45.82,73,100,10.69,light rain
413,Jeremie,HT,18.65,-74.1167,80.67,71,25,3.0,scattered clouds
414,Sembe,CG,1.6481,14.5806,73.83,85,70,2.37,broken clouds
415,Tongchuan,CN,35.0806,109.0897,45.37,39,100,1.59,overcast clouds
416,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,74,75,18.41,broken clouds
417,Rivadavia,AR,-33.1905,-68.4608,80.06,30,3,12.71,clear sky
418,Marsa Matruh,EG,31.3525,27.2453,60.73,73,70,17.6,broken clouds
419,Moultrie,US,31.1799,-83.7891,82.62,39,0,6.91,clear sky
420,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,104.18,22,14,10.04,few clouds
421,Zhezkazgan,KZ,47.8043,67.7144,34.74,83,51,17.02,broken clouds
422,Sterling,US,39.0062,-77.4286,66.06,51,75,13.8,broken clouds
423,Kennebunk,US,43.384,-70.5448,40.46,37,75,6.91,broken clouds
424,Bambanglipuro,ID,-7.95,110.2833,74.34,85,100,4.85,light rain
425,Beinamar,TD,8.6698,15.3813,86.76,41,87,8.23,overcast clouds
426,Agua Verde,MX,22.9,-106.05,82.49,56,3,10.67,clear sky
427,Ucluelet,CA,48.9329,-125.5528,52.05,82,60,4.0,broken clouds
428,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,82,3,13.73,clear sky
429,Shelburne,CA,44.0787,-80.2041,32.9,62,100,14.03,overcast clouds
430,Bathsheba,BB,13.2167,-59.5167,81.21,65,40,20.71,scattered clouds
431,Olafsvik,IS,64.8945,-23.7142,34.39,95,100,14.65,light snow
432,Broken Hill,AU,-31.95,141.4333,60.53,78,0,19.26,clear sky
433,Pangnirtung,CA,66.1451,-65.7125,-3.71,96,100,1.19,overcast clouds
434,Esperance,AU,-33.8667,121.9,64.24,91,1,7.9,clear sky
435,Ada,US,43.4166,-116.1262,50.88,48,100,11.01,overcast clouds
436,Cravo Norte,CO,6.3017,-70.2041,90.79,43,98,6.82,overcast clouds
437,Vannes,FR,47.8333,-2.5,44.06,87,97,11.52,overcast clouds
438,Koson,UZ,39.0375,65.585,48.52,68,36,6.71,scattered clouds
439,Saint-Louis,SN,16.3333,-15.0,77.92,14,0,10.67,clear sky
440,Navalcarnero,ES,40.2891,-4.012,49.37,47,100,3.74,overcast clouds
441,Atambua,ID,-9.1061,124.8925,73.53,89,66,1.52,broken clouds
442,Alice Springs,AU,-23.7,133.8833,71.15,53,79,6.91,broken clouds
443,Carberry,CA,49.8689,-99.3602,18.64,84,100,9.33,overcast clouds
444,Stokmarknes,NO,68.5646,14.9108,38.5,93,100,14.83,light rain
445,Qeshm,IR,26.9581,56.2719,69.69,61,0,6.42,clear sky
446,Williams Lake,CA,52.1415,-122.1445,45.05,43,32,3.0,scattered clouds
447,Praia Da Vitoria,PT,38.7333,-27.0667,62.76,96,96,4.54,overcast clouds
448,Tulum,MX,20.2167,-87.4667,83.93,55,57,9.31,broken clouds
449,Cochabamba,BO,-17.3895,-66.1568,72.16,41,100,8.95,overcast clouds
450,Kenora,CA,49.8167,-94.4337,28.38,58,100,5.99,overcast clouds
451,Seybaplaya,MX,19.65,-90.6667,89.06,55,65,5.59,broken clouds
452,Amahai,ID,-3.3333,128.9167,78.33,84,99,3.6,overcast clouds
453,Le Port,RE,-20.9373,55.2919,80.6,80,62,4.29,broken clouds
454,Antofagasta,CL,-23.65,-70.4,69.08,77,85,7.74,overcast clouds
455,Kidal,ML,18.4411,1.4078,77.43,14,12,7.56,few clouds
456,Tiznit,MA,29.5833,-9.5,50.76,83,0,6.06,clear sky
457,Makat,KZ,47.6469,53.3463,34.39,97,100,22.28,light snow
458,Meulaboh,ID,4.1363,96.1285,75.87,86,100,5.06,overcast clouds
459,Kampar,MY,4.3,101.15,73.35,96,100,3.29,overcast clouds
460,Zhob,PK,31.3411,69.4481,56.97,57,100,2.01,overcast clouds
461,Inhambane,MZ,-23.865,35.3833,76.66,90,21,11.14,light rain
462,Anqing,CN,30.5092,117.0506,50.0,62,100,9.95,overcast clouds
463,Sept-Iles,CA,50.2001,-66.3821,22.05,56,98,8.99,overcast clouds
464,Erzin,TR,36.9559,36.2,45.32,75,78,4.27,broken clouds
465,Ingham,US,42.6,-84.3833,62.37,51,0,14.97,clear sky
466,Waterfoot,GB,53.6929,-2.2525,39.4,85,5,3.0,clear sky
467,Sola,VU,-13.8833,167.55,82.85,76,54,8.1,broken clouds
468,Marzuq,YE,14.4,46.4667,61.39,49,100,5.55,overcast clouds
469,Toora-Khem,RU,52.4675,96.11,4.14,98,98,2.91,overcast clouds
470,Podgornoye,RU,51.735,39.1496,23.22,93,0,8.95,clear sky
471,Kutna Hora,CZ,49.9484,15.2682,35.11,56,0,5.99,clear sky
472,Poya,NC,-21.35,165.15,79.61,73,26,1.16,scattered clouds
473,Artyom,AZ,40.4723,50.333,42.94,76,25,3.42,scattered clouds
474,Lexington,US,37.9887,-84.4777,75.2,33,0,19.57,clear sky
475,Hastings,GB,50.8552,0.5729,43.09,78,100,21.3,overcast clouds
476,Jerome,US,42.7241,-114.5186,36.88,80,100,5.75,overcast clouds
477,Port Hardy,CA,50.6996,-127.4199,51.76,73,41,14.94,scattered clouds
478,Pontianak,ID,-0.0333,109.3333,73.38,100,100,3.44,overcast clouds
479,Xining,CN,36.6167,101.7667,31.93,55,96,0.72,overcast clouds
480,Puerto Madryn,AR,-42.7692,-65.0385,70.86,25,39,14.92,scattered clouds
481,Ukiah,US,39.1502,-123.2078,55.58,52,40,11.5,scattered clouds
482,Port Moresby,PG,-9.4431,147.1797,78.58,84,100,2.24,overcast clouds
483,Kasongo-Lunda,CD,-6.4667,16.8167,68.41,97,100,0.98,overcast clouds
484,Ales,FR,44.1333,4.0833,47.01,54,4,4.0,clear sky
485,Nishihara,JP,26.1842,127.7558,65.48,61,75,16.11,broken clouds
486,Galesong,ID,-5.3166,119.3661,77.02,87,100,5.95,overcast clouds
487,Moju,BR,-1.8839,-48.7689,77.07,95,70,3.83,heavy intensity rain
488,Kysyl-Syr,RU,63.8986,122.7617,-4.94,98,92,6.04,overcast clouds
489,Uporovo,RU,56.3109,66.2693,25.16,95,100,15.23,snow
490,Iralaya,HN,15.0,-83.2333,84.29,65,24,10.2,few clouds
491,Burnie,AU,-41.0667,145.9167,57.94,78,91,13.2,overcast clouds
492,Champerico,GT,14.3,-91.9167,93.76,53,88,13.31,overcast clouds
493,Russell,US,32.3502,-85.1999,80.91,33,0,10.36,clear sky
494,Katsuura,JP,35.1333,140.3,44.71,42,64,16.35,broken clouds
495,Buraydah,SA,26.326,43.975,69.69,28,100,8.95,overcast clouds
496,Banjar,ID,-8.19,114.9675,75.06,90,100,5.91,overcast clouds
497,Butler,US,39.4501,-84.5666,77.02,21,0,20.71,clear sky
498,Maniitsoq,GL,65.4167,-52.9,20.3,82,61,27.6,broken clouds
499,Marfino,RU,55.7028,37.3822,28.35,63,75,8.95,broken clouds
500,Bambous Virieux,MU,-20.3428,57.7575,80.22,84,97,13.85,overcast clouds
501,Gravdal,NO,68.1214,13.5031,35.56,91,100,26.6,light rain
502,Kembe,CF,4.6228,21.8865,77.16,58,5,2.55,clear sky
503,Benguela,AO,-12.5763,13.4055,78.87,79,90,5.28,overcast clouds
504,Lobatse,BW,-25.2167,25.6667,67.87,71,57,5.5,broken clouds
505,High Level,CA,58.5169,-117.136,27.32,84,99,6.49,overcast clouds
506,Davila,PH,18.4726,120.5763,76.59,82,100,15.35,overcast clouds
507,Tuy Hoa,VN,13.0833,109.3,72.86,94,87,3.31,overcast clouds
508,Kurilsk,RU,45.2333,147.8833,30.54,95,100,20.69,snow
509,Roma,US,43.2128,-75.4557,42.82,45,40,12.66,scattered clouds
510,Riverton,US,40.5219,-111.9391,51.78,57,40,8.99,scattered clouds
511,Gorontalo,ID,0.5412,123.0595,74.86,96,97,3.58,overcast clouds
512,Aketi,CD,2.7388,23.7833,76.08,59,35,2.82,scattered clouds
513,San Patricio,US,28.017,-97.5169,82.49,58,91,20.42,overcast clouds
514,Alindao,CF,5.0267,21.2088,80.55,52,4,4.61,clear sky
515,Manaure,CO,11.7751,-72.4445,83.82,62,94,18.05,overcast clouds
516,La Ronge,CA,55.1001,-105.2842,21.52,77,97,3.11,overcast clouds
517,Torres,BR,-29.3353,-49.7269,83.82,89,56,8.52,broken clouds
518,Skala,PL,50.2305,19.8536,31.06,84,75,6.91,broken clouds
519,Prainha,BR,-1.8,-53.48,78.15,92,84,2.37,moderate rain
520,Qandala,SO,11.472,49.8728,76.05,65,6,4.03,clear sky
521,Aksu,CN,41.1231,80.2644,43.52,33,100,3.24,overcast clouds
522,Saint-Leu,RE,-21.15,55.2833,79.66,81,23,9.17,few clouds
523,Palmer,US,42.1584,-72.3287,43.68,33,100,8.05,overcast clouds
524,Mitla,MX,16.9167,-96.4,84.43,20,10,7.54,clear sky
525,Tuatapere,NZ,-46.1333,167.6833,68.83,67,99,8.57,overcast clouds
526,Xapuri,BR,-10.6517,-68.5044,80.13,81,96,3.67,light rain
527,Danshui,CN,22.7984,114.4672,68.79,78,53,9.78,broken clouds
528,Rio Gallegos,AR,-51.6226,-69.2181,57.25,28,20,28.77,few clouds
529,Voh,NC,-20.9667,164.7,79.63,73,12,1.25,few clouds
530,Naze,JP,28.3667,129.4833,55.26,66,17,16.96,few clouds
531,Griffith,US,41.5284,-87.4237,70.63,62,75,24.16,broken clouds
532,Carman,CA,49.4992,-98.0016,25.72,89,100,9.93,overcast clouds
533,Teya,RU,60.3778,92.6267,-13.77,100,99,2.51,overcast clouds
534,Ati,TD,13.2154,18.3353,88.38,19,71,6.91,broken clouds
535,Wanaka,NZ,-44.7,169.15,60.03,71,64,8.25,broken clouds
536,Las Vegas,US,36.175,-115.1372,56.26,27,100,16.11,overcast clouds
537,Warrington,GB,53.3925,-2.5802,42.46,74,0,10.36,clear sky
538,Lasa,IT,46.6166,10.7002,33.71,90,43,1.16,scattered clouds
539,Wanning,CN,18.8003,110.3967,70.66,92,79,3.78,broken clouds
540,Nueve De Julio,AR,-35.4444,-60.8831,74.93,75,94,6.17,overcast clouds
541,Hofn,IS,64.2539,-15.2082,42.26,94,100,27.11,light rain
542,Kristiinankaupunki,FI,62.2743,21.376,32.27,87,100,11.1,overcast clouds
543,Viesite,LV,56.3475,25.5551,26.47,65,4,3.0,clear sky
544,San Vicente,AR,-26.6167,-54.1333,86.7,44,70,4.25,broken clouds
545,Pedro Juan Caballero,PY,-22.5472,-55.7333,87.76,62,40,6.91,scattered clouds
546,Loutros,GR,40.5883,22.3994,47.84,93,100,2.37,overcast clouds
547,Wamba,NG,8.9333,8.6,84.18,30,78,2.35,broken clouds
548,Teguldet,RU,57.3064,88.1667,17.44,97,100,3.02,light snow
549,Abu Samrah,SY,35.3029,37.1841,47.44,80,65,4.23,broken clouds
550,Santa Rosalia,MX,27.3167,-112.2833,66.92,42,0,4.74,clear sky
551,Shenjiamen,CN,29.9576,122.298,46.76,62,98,12.46,overcast clouds
552,Dzemul,MX,21.2,-89.3,93.27,48,12,12.86,few clouds
553,Pangkalanbuun,ID,-2.6833,111.6167,74.37,97,99,1.9,overcast clouds
554,Mindelo,CV,16.8901,-24.9804,69.35,64,40,23.02,scattered clouds
555,Nalut,LY,30.3333,10.85,51.01,42,11,8.37,few clouds
556,Kalabo,ZM,-14.97,22.6814,70.32,84,54,4.07,light rain
557,Sambava,MG,-14.2667,50.1667,76.68,90,100,4.23,moderate rain
558,Quang Ngai,VN,15.1167,108.8,70.63,94,23,3.91,few clouds
559,Ponnampet,IN,12.15,75.9333,64.2,50,66,3.51,broken clouds
560,Irbeyskoye,RU,55.6428,95.4522,25.84,96,100,5.19,light snow
561,Soderhamn,SE,61.3037,17.0592,33.96,76,96,7.27,overcast clouds
562,Rayachoti,IN,14.05,78.75,68.09,73,99,3.33,overcast clouds
563,Japura,ID,-0.3167,102.35,73.2,99,100,2.82,overcast clouds
564,Manokwari,ID,-0.8667,134.0833,77.4,83,96,3.04,moderate rain
565,Emet,TR,39.343,29.2585,36.1,99,100,3.98,overcast clouds
566,Quesnel,CA,52.9999,-122.5029,39.9,68,80,1.72,broken clouds
567,Saint-Junien,FR,45.8833,0.9,43.74,96,100,2.1,overcast clouds
568,Skjern,DK,55.95,8.5,34.02,84,34,4.97,scattered clouds
569,Sochi,RU,43.6,39.7303,37.49,86,97,4.12,overcast clouds
570,Faro,PT,37.0194,-7.9322,53.38,82,20,8.05,few clouds
571,Acari,PE,-15.4311,-74.6158,81.45,60,42,10.42,scattered clouds
572,Athabasca,CA,54.7169,-113.2854,26.47,89,100,6.24,overcast clouds
573,Ekhabi,RU,53.5102,142.9671,7.16,100,100,5.26,overcast clouds
574,Pontes E Lacerda,BR,-15.2261,-59.3353,81.5,86,80,0.34,light rain
575,Anito,PH,12.4497,125.2886,76.75,95,100,11.54,heavy intensity rain
576,Beringovskiy,RU,63.05,179.3167,-2.2,97,48,5.17,scattered clouds
577,Medicine Hat,CA,50.0501,-110.6683,18.21,76,75,6.91,broken clouds
578,Beira,MZ,-19.8436,34.8389,79.09,84,5,6.96,clear sky
579,Haukipudas,FI,65.1765,25.3523,30.25,100,96,2.73,overcast clouds
580,Mo I Rana,NO,66.3128,14.1428,35.33,93,100,1.99,snow
581,Fort Nelson,CA,58.8053,-122.7002,29.86,95,7,1.14,clear sky
582,Belyy Yar,RU,53.6039,91.3903,21.09,93,100,2.24,overcast clouds
583,Sombrio,BR,-29.1139,-49.6167,83.93,83,25,5.97,scattered clouds
584,Rocha,UY,-34.4833,-54.3333,72.28,93,100,11.01,moderate rain
585,Gasa,PS,31.5,34.4667,56.91,70,0,8.23,clear sky
586,San Ignacio,BZ,17.1561,-89.0714,88.74,34,82,9.08,broken clouds
587,Balkhash,KZ,46.844,74.9804,34.59,96,100,7.58,overcast clouds
588,Tooele,US,40.5308,-112.2983,49.33,82,100,5.14,overcast clouds
589,Eyl,SO,7.9803,49.8164,75.85,71,6,12.35,clear sky
590,Progreso,MX,21.2833,-89.6667,93.31,64,7,19.33,clear sky
591,Hervey Bay,AU,-25.2986,152.8535,82.51,97,32,8.99,scattered clouds
592,Moba,CN,33.2288,105.0179,39.81,92,100,4.43,overcast clouds
593,Barentu,ER,15.1139,37.5928,75.18,54,100,3.87,overcast clouds
594,Taoudenni,ML,22.6783,-3.9836,74.08,11,0,2.08,clear sky
595,Chipinge,ZW,-20.1883,32.6236,62.87,86,2,4.76,clear sky
596,Luancheng,CN,37.8792,114.6517,35.83,26,34,2.64,scattered clouds
597,Chemin Grenier,MU,-20.4872,57.4656,79.57,86,98,12.35,overcast clouds
598,Malanje,AO,-9.5402,16.341,63.86,94,77,3.38,broken clouds
599,Lardos,GR,36.0942,28.0157,57.94,76,100,16.24,overcast clouds
600,Dapaong,TG,10.8639,0.205,88.57,22,87,3.69,overcast clouds
601,Weston,US,26.1004,-80.3998,81.01,65,75,21.85,broken clouds
602,Tonantins,BR,-2.8731,-67.8022,81.18,92,95,2.64,heavy intensity rain
603,Cap Malheureux,MU,-19.9842,57.6142,80.47,83,100,7.0,overcast clouds
604,Mukdahan,TH,16.5833,104.5,78.85,55,31,3.47,scattered clouds
605,Otkaznoye,RU,44.3264,43.8608,39.24,68,99,20.74,overcast clouds
606,Teahupoo,PF,-17.8333,-149.2667,82.36,74,37,17.85,light rain
607,Asino,RU,56.9979,86.1452,20.16,97,100,4.43,overcast clouds
608,North Platte,US,41.1239,-100.7654,28.29,76,100,17.0,snow
609,Tocache,PE,-8.1842,-76.5125,78.39,94,100,1.52,overcast clouds
610,Fort Morgan,US,40.2503,-103.8,33.8,59,100,17.27,overcast clouds
611,Mogadishu,SO,2.0371,45.3438,78.08,76,15,21.27,few clouds
612,Mikhaylovskoye,RU,51.8239,79.7172,35.64,90,100,21.18,heavy intensity rain
613,Ploemeur,FR,47.7333,-3.4333,43.83,85,75,8.05,broken clouds
614,Pacific Grove,US,36.6177,-121.9166,58.87,67,0,14.0,clear sky
615,Trelew,AR,-43.249,-65.3051,71.85,19,22,18.34,few clouds
616,Emerald,AU,-23.5333,148.1667,79.34,81,2,5.46,clear sky
617,Spanish Fork,US,40.115,-111.6549,50.74,59,100,1.99,overcast clouds
618,East Brunswick,US,40.4279,-74.416,52.81,47,94,5.01,overcast clouds
619,Palmares Do Sul,BR,-30.2578,-50.5097,84.79,63,54,11.27,broken clouds
620,Katobu,ID,-4.9408,122.5276,75.16,93,87,1.68,overcast clouds
621,Port Macquarie,AU,-31.4333,152.9167,71.56,91,41,3.24,light rain
622,Wawa,NG,9.9022,4.4192,92.25,35,93,6.13,overcast clouds
623,Caxias Do Sul,BR,-29.1681,-51.1794,88.3,70,97,2.37,overcast clouds
624,Nosy Varika,MG,-20.5833,48.5333,74.68,92,34,6.06,light rain
625,Kisangani,CD,0.5167,25.2,75.74,67,94,2.93,overcast clouds
626,Egersund,NO,58.4513,5.9997,38.82,91,33,10.94,scattered clouds
627,Zheleznodorozhnyy,RU,55.7503,38.0042,28.62,94,42,5.44,scattered clouds
628,Tahoua,NE,14.8888,5.2692,83.86,16,31,10.38,scattered clouds
629,Lucapa,AO,-8.4192,20.7447,64.53,97,92,3.74,overcast clouds
630,Ancud,CL,-41.8697,-73.8203,57.42,76,100,12.01,overcast clouds
631,Mnogovershinnyy,RU,53.9353,139.9242,2.07,99,99,1.21,overcast clouds
632,Koping,SE,59.514,15.9926,34.25,94,13,5.48,few clouds
633,Tual,ID,-5.6667,132.75,82.89,78,100,12.3,light rain
634,Akdepe,TM,42.0551,59.3788,42.8,52,12,15.7,few clouds
635,Port Blair,IN,11.6667,92.75,75.24,88,40,3.44,mist
636,Kudahuvadhoo,MV,2.6708,72.8944,81.07,71,0,7.43,clear sky
637,Trinidad,BO,-14.8333,-64.9,82.04,87,68,4.41,broken clouds
638,Zhigansk,RU,66.7697,123.3711,3.16,94,100,16.37,overcast clouds
639,Arcachon,FR,44.5875,-1.0519,43.41,81,0,4.61,clear sky
640,South Lake Tahoe,US,38.9332,-119.9844,33.8,59,100,8.05,snow
641,Howell,US,42.6073,-83.9294,59.25,51,0,16.11,clear sky
642,Brigantine,US,39.4101,-74.3646,52.5,61,0,13.8,clear sky
643,Asfi,MA,32.2994,-9.2372,57.0,75,15,6.98,few clouds
644,Pringsewu,ID,-5.3582,104.9744,74.19,94,100,1.48,overcast clouds
645,Porto Santo,PT,33.072,-16.3415,62.98,82,40,17.27,scattered clouds
646,Deep River,CA,46.1001,-77.4995,33.44,89,100,6.82,overcast clouds
647,Nanakuli,US,21.3906,-158.1547,80.55,54,0,11.5,clear sky
648,Esperantinopolis,BR,-4.8667,-44.7083,73.81,97,100,1.83,overcast clouds
649,Gao,ML,16.6362,1.637,81.5,9,79,10.2,broken clouds
650,Ciudad Bolivar,VE,8.1222,-63.5497,89.94,42,96,14.74,overcast clouds
651,Doume,CM,4.2333,13.45,69.71,92,69,1.86,light rain
652,Sabha,LY,27.0377,14.4283,58.87,20,28,10.38,scattered clouds
653,Tunoshna,RU,57.5459,40.1254,26.58,63,100,8.95,overcast clouds
654,Tulun,RU,54.5611,100.5792,22.55,97,100,2.21,light snow
655,Djibo,BF,14.1022,-1.6306,83.84,11,66,9.71,broken clouds
656,Medea,DZ,36.2642,2.7539,41.45,85,95,4.12,overcast clouds
657,Salisbury,GB,51.0693,-1.7957,44.17,84,99,21.39,overcast clouds
658,Hami,CN,42.8,93.45,40.51,45,0,3.2,clear sky
659,Bonavista,CA,48.6499,-53.1147,24.12,63,100,22.03,overcast clouds
660,Trat,TH,12.5,102.5,84.97,95,79,1.45,broken clouds
661,Oktyabrskiy,RU,54.4815,53.471,21.31,94,100,21.7,light snow
662,Channel-Port Aux Basques,CA,47.5702,-59.1367,20.64,70,100,25.99,overcast clouds
663,Tambo,PE,-14.8,-73.9167,40.19,92,100,8.68,light rain
664,Rabo De Peixe,PT,37.8,-25.5833,63.28,96,75,8.05,mist
665,Morant Bay,JM,17.8815,-76.4093,86.7,76,73,12.84,broken clouds
666,Vadso,NO,70.0744,29.7487,18.48,90,98,5.06,overcast clouds
667,Tinskoy,RU,56.1525,96.9161,22.8,96,100,6.13,light snow
668,Lesnyye Polyany,RU,55.9667,37.8667,28.42,94,84,5.03,broken clouds
669,Marsh Harbour,BS,26.5412,-77.0636,74.91,71,0,22.77,clear sky
670,Fairview,US,40.8126,-73.999,49.55,50,0,13.8,clear sky
671,Santa Helena De Goias,BR,-17.8136,-50.5969,77.68,74,63,5.06,broken clouds
672,Seoul,KR,37.5683,126.9778,33.19,31,0,9.33,clear sky
673,Yarada,IN,17.65,83.2667,76.05,73,81,4.81,broken clouds
674,Pithoragarh,IN,29.5833,80.2167,44.44,40,70,3.42,broken clouds
675,Oni,GE,42.5794,43.4425,24.75,98,100,2.13,light snow
676,Khasan,RU,42.4308,130.6434,27.86,52,44,28.03,scattered clouds
677,Dongsheng,CN,39.8161,109.9776,28.31,40,43,11.27,scattered clouds
678,Harindanga,IN,22.0383,88.3214,73.38,65,4,7.09,clear sky
679,Nogliki,RU,51.8333,143.1667,21.56,87,100,5.75,overcast clouds
680,Hokitika,NZ,-42.7167,170.9667,62.94,70,95,3.22,overcast clouds
681,Zhizdra,RU,53.746,34.7395,26.74,95,8,4.7,clear sky
682,Jumla,NP,29.2747,82.1838,39.34,21,0,6.4,clear sky
683,Erzurum,TR,40.0,41.5,10.13,95,95,5.79,overcast clouds
684,Biltine,TD,14.5333,20.9167,87.26,13,93,7.27,overcast clouds
685,Sri Aman,MY,1.2376,111.4621,73.42,100,100,0.96,overcast clouds
686,Azare,NG,11.6765,10.1948,84.06,10,86,5.26,overcast clouds
687,Ossora,RU,59.2353,163.0719,11.34,94,99,8.95,overcast clouds
688,Bentiu,SS,9.2333,29.8333,86.25,14,4,4.85,clear sky
689,Orocue,CO,4.7912,-71.3354,87.49,52,100,8.77,overcast clouds
690,Neath,GB,51.6632,-3.8044,45.18,71,6,8.01,clear sky
691,Ulladulla,AU,-35.35,150.4667,67.1,91,100,17.13,light rain
692,Muisne,EC,0.6,-80.0333,82.51,77,100,5.91,overcast clouds
693,Lima,PE,-12.0432,-77.0282,76.14,59,0,10.36,clear sky
694,Longhua,CN,23.6137,114.1919,65.59,92,8,2.24,clear sky
695,Ende,ID,-8.8432,121.6623,78.1,89,76,1.81,broken clouds
696,Aden,YE,12.7794,45.0367,77.85,61,14,13.91,few clouds
697,Baruun-Urt,MN,46.6806,113.2792,10.09,73,100,0.83,overcast clouds
698,Thessalon,CA,46.2501,-83.5666,34.29,81,100,17.74,overcast clouds
